"name","official_name","country_origin","country_operator","operator","user","purpose","purpose_detailed","orbit_class","orbit_type","longitude_geo_degrees","perigee_km","apogee_km","eccentricity","inclination_degrees","period_minutes","launch_mass_kg","dry_mass_kg","power_watts","launch_date","expected_lifetime_yrs","contractor","contractor_country","launch_site","launch_vehicle","cospar_number","norad_number","comments"
"OneWeb-0083","OneWeb-0083","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,456,490,0.00248,87.4,94,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020M",45435,""
"OneWeb-0085","OneWeb-0085","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,455,489,0.00248,87.4,94,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020Q",45438,""
"OneWeb-0086","OneWeb-0086","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,564,598,0.00245,87.4,96.2,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020AJ",45456,""
"OneWeb-0087","OneWeb-0087","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,543,580,0.00267,87.4,95.8,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020AD",45451,""
"OneWeb-0088","OneWeb-0088","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,582,615,0.00237,87.4,96.6,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020AK",45457,""
"OneWeb-0090","OneWeb-0090","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,437,475,0.00278,87.4,93.7,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020D",45427,""
"OneWeb-0092","OneWeb-0092","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,460,493,0.00241,87.4,94.1,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020P",45437,""
"OneWeb-0093","OneWeb-0093","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,455,493,0.00278,87.4,94,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020W",45444,""
"OneWeb-0094","OneWeb-0094","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,493,531,0.00276,87.4,94.8,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020AC",45450,""
"OneWeb-0095","OneWeb-0095","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,457,490,0.00241,87.4,94,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020N",45436,""
"OneWeb-0096","OneWeb-0096","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,466,500,0.00248,87.4,94.2,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020R",45439,""
"OneWeb-0098","OneWeb-0098","United Kingdom","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,466,503,0.0027,87.4,94.3,148,NA,NA,"3/21/20",5,"OneWeb Satellites/Airbus","UK","Baikonur Cosmodrome","Soyuz-2.1b","2020-020U",45442,""
"OneWeb-0102","OneWeb-0102","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,94.3,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz-2.1b","2020-100A",47258,""
"OneWeb-0109 ","OneWeb-0109 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100B",47259,""
"OneWeb-0110 ","OneWeb-0110 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100C",47260,""
"OneWeb-0111 ","OneWeb-0111 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100D",47261,""
"OneWeb-0114 ","OneWeb-0114 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100E",47262,""
"OneWeb-0117 ","OneWeb-0117 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100F",47263,""
"OneWeb-0118 ","OneWeb-0118 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100G",47264,""
"OneWeb-0119 ","OneWeb-0119 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100H",47265,""
"OneWeb-0120 ","OneWeb-0120 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100J",47266,""
"OneWeb-0121 ","OneWeb-0121 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100K",47267,""
"OneWeb-0122 ","OneWeb-0122 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100L",47268,""
"OneWeb-0123 ","OneWeb-0123 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100M",47269,""
"OneWeb-0124 ","OneWeb-0124 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100N",47270,""
"OneWeb-0125 ","OneWeb-0125 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100P",47271,""
"OneWeb-0126 ","OneWeb-0126 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100Q",47272,""
"OneWeb-0127 ","OneWeb-0127 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100R",47273,""
"OneWeb-0128 ","OneWeb-0128 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100S",47274,""
"OneWeb-0129 ","OneWeb-0129 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100T",47275,""
"OneWeb-0130 ","OneWeb-0130 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100U",47276,""
"OneWeb-0131 ","OneWeb-0131 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100V",47277,""
"OneWeb-0132 ","OneWeb-0132 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100W",47278,""
"OneWeb-0133 ","OneWeb-0133 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100X",47279,""
"OneWeb-0134 ","OneWeb-0134 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100Y",47280,""
"OneWeb-0135 ","OneWeb-0135 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100Z",47281,""
"OneWeb-0136 ","OneWeb-0136 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100AA",47282,""
"OneWeb-0137 ","OneWeb-0137 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100AB",47283,""
"OneWeb-0138 ","OneWeb-0138 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100AC",47284,""
"OneWeb-0139 ","OneWeb-0139 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100AD",47285,""
"OneWeb-0140 ","OneWeb-0140 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100AE",47286,""
"OneWeb-0141 ","OneWeb-0141 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100AF",47287,""
"OneWeb-0142 ","OneWeb-0142 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100AG",47288,""
"OneWeb-0143 ","OneWeb-0143 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100AH",47289,""
"OneWeb-0144 ","OneWeb-0144 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100AJ",47290,""
"OneWeb-0145 ","OneWeb-0145 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100AK",47291,""
"OneWeb-0146 ","OneWeb-0146 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100AL",47292,""
"OneWeb-0147 ","OneWeb-0147 ","NR (12/20)","United Kingdom","OneWeb Satellites","Commercial","Communications","","LEO","Polar",0,441,448,0.000514,87.4,93.5,148,NA,NA,"12/18/20",5,"OneWeb Satellites/Airbus","UK","Vostochny Cosmodrome","Soyuz 2-1b","2020-100AM",47293,""
"OPS-Sat","OPS-Sat","NR (3/20)","ESA","European Space Agency (ESA)","Government","Technology Development","","LEO","Sun-Synchronous",0,511,529,0.00131,97.4,95.02,5,NA,NA,"12/18/19",NA,"European Space Agency","ESA","Guiana Space Center","Soyuz","2019-092F",44878,"Demonstrate ground-breaking satellite and ground control software under real flight conditions. "
"OPTOS","OPTOS","NR","Spain","Spanish Space Agency","Government","Technology Development","","LEO","Sun-Synchronous",0,594,797,0.0144,97.8,98.7,3,NA,NA,"11/21/13",NA,"Instituto Nacional de Tecnica Aerospacial (INTA)","Spain","Dombarovsky Air Base","Dnepr","2013-066E",39420,"Study degradation of lenses in space environment by imaging the same region repeatedly under the same light conditions, FIBOS (Fiber Bragg Gratings for Optical Sensing) to measure temperature, and the GMR (Giant Magneto-Resistance) system to study magnetic fluxes in the Earth's magnetic field."
"Optsat-3000","Optsat-3000","Italy","Italy","Italian Defense Ministry","Military","Earth Observation","Optical Imaging","LEO","Sun-Synchronous",0,452,453,7.33e-05,97.2,93.5,368,NA,NA,"8/1/17",NA,"Israel Aerospace Industries (IAI)","Israel","Guiana Space Center","Vega","2017-044A",42900,"High resolution electro-optical images."
"Optus 10","Optus 10","Australia","Australia","Optus Communications (Parent: Singapore Telecom)","Commercial","Communications","","GEO","",164,NA,NA,0.000356,0.05,1436.11,NA,NA,NA,"9/11/14",15,"Space Systems/Loral","USA","Guiana Space Center","Ariane 5 ECA","2014-054A",40146,"24 Ku-band transponders."
"Optus and Defence C1 ","Optus and Defence C1","Australia","Australia","Optus Communications (Parent: Singapore Telecom)/Australian Ministry of Defense","Military/Commercial","Communications","","GEO","",156.06,NA,NA,0.000308,0.02,1436.08,NA,NA,NA,"6/12/03",15,"Space Systems/Loral","USA","Guiana Space Center","Ariane 5G","2003-028B",27831,"50% owned by Defence Ministry; largest hybrid communications and military satellite launched to date; 24 Ku-band, coverage for Australia, New Zealand and East Asia; commercial services in Ku-band (24), military (8) in X-, UHF- and Ka-bands."
"Optus D1 ","Optus D1","Australia","Australia","Optus Communications (Parent: Singapore Telecom)","Commercial","Communications","","GEO","",160.06,NA,NA,0.000273,0.02,1436.08,NA,NA,NA,"10/13/06",15,"Orbital Sciences Corp.","USA","Guiana Space Center","Ariane 5 ECA","2006-043B",29495,"24 Ku-band transponders; voice and video for Australia and New Zealand; will replace Optus B1."
"Optus D2","Optus D2","Australia","Australia","Optus Communications (Parent: Singapore Telecom)","Commercial","Communications","","GEO","",152.05,NA,NA,0.000297,0.03,1436.1,NA,NA,NA,"10/5/07",15,"Orbital Sciences Corp.","USA","Guiana Space Center","Ariane 5","2007-044A",32252,"Direct-to-home tv services to Australia and New Zealand; 24 Ku-band transponders."
"Optus D3","Optus D3","Australia","Australia","Optus Communications (Parent: Singapore Telecom)","Commercial","Communications","","GEO","",155.98,NA,NA,0.000237,0.04,1436.04,NA,NA,NA,"8/21/09",15,"Orbital Sciences Corp.","USA","Guiana Space Center","Ariane 5","2009-044B",35756,"Direct-to-home tv services to Australia and New Zealand; 24 Ku-band transponders."
"ORBCOMM FM-10 (ORBCOMM A2)","ORBCOMM FM-10","USA","USA","ORBCOMM Inc.","Commercial","Communications","","LEO","Non-Polar Inclined",0,770,776,0.00042,45,100.3,45,22,160,"12/23/97",5,"Orbital Sciences Corp.","USA","Wallops Island Flight Facility","Pegasus","1997-084B",25113,""
"ORBCOMM FM-11 (ORBCOMM A3)","ORBCOMM FM-11","USA","USA","ORBCOMM Inc.","Commercial","Communications","","LEO","Non-Polar Inclined",0,769,777,0.00056,45,100.3,45,22,160,"12/23/97",5,"Orbital Sciences Corp.","USA","Wallops Island Flight Facility","Pegasus","1997-084C",25114,""
"ORBCOMM FM-12 (ORBCOMM A4)","ORBCOMM FM-12","USA","USA","ORBCOMM Inc.","Commercial","Communications","","LEO","Non-Polar Inclined",0,770,776,0.00042,45,100.3,45,22,160,"12/23/97",5,"Orbital Sciences Corp.","USA","Wallops Island Flight Facility","Pegasus","1997-084D",25115,""
"ORBCOMM FM-13 (ORBCOMM B1)","ORBCOMM FM-13","USA","USA","ORBCOMM Inc.","Commercial","Communications","","LEO","Non-Polar Inclined",0,788,795,0.000489,45,100.7,45,22,160,"8/2/98",5,"Orbital Sciences Corp.","USA","Wallops Island Flight Facility","Pegasus XL","1998-046H",25420,""
"ORBCOMM FM-14 (ORBCOMM B2)","ORBCOMM FM-14","USA","USA","ORBCOMM Inc.","Commercial","Communications","","LEO","Non-Polar Inclined",0,789,794,0.000349,45,100.7,45,22,160,"8/2/98",5,"Orbital Sciences Corp.","USA","Wallops Island Flight Facility","Pegasus XL","1998-046G",25419,""
"ORBCOMM FM-15 (ORBCOMM B3)","ORBCOMM FM-15","USA","USA","ORBCOMM Inc.","Commercial","Communications","","LEO","Non-Polar Inclined",0,788,795,0.000489,45,100.7,45,22,160,"8/2/98",5,"Orbital Sciences Corp.","USA","Wallops Island Flight Facility","Pegasus XL","1998-046F",25418,""
"ORBCOMM FM-18 (ORBCOMM B6)","ORBCOMM FM-18","USA","USA","ORBCOMM Inc.","Commercial","Communications","","LEO","Non-Polar Inclined",0,787,796,0.000628,45,100.7,45,22,160,"8/2/98",5,"Orbital Sciences Corp.","USA","Wallops Island Flight Facility","Pegasus XL","1998-046B",25414,""
"ORBCOMM FM-19 (ORBCOMM B7)","ORBCOMM FM-19","USA","USA","ORBCOMM Inc.","Commercial","Communications","","LEO","Non-Polar Inclined",0,788,795,0.000489,45,100.7,45,22,160,"8/2/98",5,"Orbital Sciences Corp.","USA","Wallops Island Flight Facility","Pegasus XL","1998-046C",25415,""
"ORBCOMM FM-20 (ORBCOMM B8)","ORBCOMM FM-20","USA","USA","ORBCOMM Inc.","Commercial","Communications","","LEO","Non-Polar Inclined",0,791,792,6.98e-05,45,100.7,45,22,160,"8/2/98",5,"Orbital Sciences Corp.","USA","Wallops Island Flight Facility","Pegasus XL","1998-046D",25416,""
"ORBCOMM FM-21 (ORBCOMM C1)","ORBCOMM FM-21","USA","USA","ORBCOMM Inc.","Commercial","Communications","","LEO","Non-Polar Inclined",0,810,822,0.000835,45,101.21,45,22,160,"9/23/98",5,"Orbital Sciences Corp.","USA","Wallops Island Flight Facility","Pegasus","1998-053A",25475,""
"ORBCOMM FM-23 (ORBCOMM C3)","ORBCOMM FM-23","USA","USA","ORBCOMM Inc.","Commercial","Communications","","LEO","Non-Polar Inclined",0,788,794,0.000419,45,100.7,45,22,160,"9/23/98",5,"Orbital Sciences Corp.","USA","Wallops Island Flight Facility","Pegasus","1998-053C",25477,""
"ORBCOMM FM-27 (ORBCOMM C7)","ORBCOMM FM-27","USA","USA","ORBCOMM Inc.","Commercial","Communications","","LEO","Non-Polar Inclined",0,790,792,0.00014,45,100.7,45,22,160,"9/23/98",5,"Orbital Sciences Corp.","USA","Wallops Island Flight Facility","Pegasus","1998-053G",25481,""
"ORBCOMM FM-30 (ORBCOMM D2)","ORBCOMM FM-30","USA","USA","ORBCOMM Inc.","Commercial","Communications","","LEO","Non-Polar Inclined",0,788,796,0.000559,45,100.7,45,22,160,"12/4/99",5,"Orbital Sciences Corp.","USA","Wallops Island Flight Facility","Pegasus XL","1999-065A",25980,""
